,beta,min_cs,peak_i
0,0.05,5.0,1.0
1,0.05050505050505051,5.0,1.0
2,0.05101010101010101,5.0,1.0
3,0.05151515151515152,5.0,1.0
4,0.05202020202020202,5.0,1.0
5,0.05252525252525253,5.0,1.0
6,0.05303030303030303,5.0,1.0
7,0.05353535353535354,5.0,1.0
8,0.05404040404040404,5.0,1.0
9,0.05454545454545455,5.0,1.0
10,0.05505050505050505,5.0,1.1455169234375489
11,0.05555555555555556,5.0,1.4681959990691147
12,0.05606060606060606,5.0,1.8805796197067124
13,0.05656565656565657,5.0,2.4069998378491833
14,0.05707070707070708,5.0,3.07808059930438
15,0.05757575757575758,5.0,3.9321998464944388
16,0.05808080808080808,5.0,5.017205950127736
17,0.05858585858585859,5.0,6.392382528547652
18,0.0590909090909091,5.0,8.130621641208498
19,0.0595959595959596,5.0,10.320703832646078
20,0.0601010101010101,5.0,13.069497097735015
21,0.06060606060606061,5.0,16.50375991517879
22,0.061111111111111116,5.0,20.771053737173073
23,0.06161616161616162,5.0,26.039049519741155
24,0.062121212121212126,5.0,32.49225189423208
25,0.06262626262626263,5.0,40.32492012487901
26,0.06313131313131314,5.0,49.72881291350285
27,0.06363636363636364,5.0,60.87444695727571
28,0.06414141414141414,4.848484848484849,73.78318610016355
29,0.06464646464646465,4.848484848484849,88.38824321793027
30,0.06515151515151515,4.848484848484849,104.72474638564637
31,0.06565656565656566,4.848484848484849,122.55697493728827
32,0.06616161616161617,4.848484848484849,141.47232153757773
33,0.06666666666666667,4.848484848484849,160.84759118545554
34,0.06717171717171717,4.848484848484849,179.95233315216555
35,0.06767676767676768,4.696969696969697,196.95960181299668
36,0.06818181818181818,4.696969696969697,210.8214988684992
37,0.06868686868686869,4.696969696969697,223.77003800385987
38,0.0691919191919192,4.696969696969697,236.96004287354785
39,0.0696969696969697,4.696969696969697,250.63382155482694
40,0.07020202020202021,4.696969696969697,264.5101526486169
41,0.07070707070707072,4.696969696969697,278.73060264585416
42,0.07121212121212121,4.696969696969697,293.1395170018748
43,0.07171717171717172,4.545454545454546,305.6856316531717
44,0.07222222222222223,4.545454545454546,318.7666056543042
45,0.07272727272727272,4.545454545454546,332.79840995278937
46,0.07323232323232323,4.545454545454546,346.9814921473558
47,0.07373737373737374,4.545454545454546,361.60794467304083
48,0.07424242424242425,4.545454545454546,376.71595063808087
49,0.07474747474747476,4.545454545454546,391.616169954213
50,0.07525252525252525,4.3939393939393945,405.2534326041269
51,0.07575757575757576,4.3939393939393945,418.3865532980656
52,0.07626262626262627,4.3939393939393945,432.5911665709952
53,0.07676767676767676,4.3939393939393945,447.1200155432802
54,0.07727272727272727,4.3939393939393945,462.2386566857875
55,0.07777777777777778,4.3939393939393945,477.6739728676976
56,0.07828282828282829,4.3939393939393945,493.003715885884
57,0.0787878787878788,4.242424242424242,505.6037993196993
58,0.0792929292929293,4.242424242424242,518.815117078054
59,0.0797979797979798,4.242424242424242,533.2601162325493
60,0.0803030303030303,4.242424242424242,548.2069717490372
61,0.08080808080808081,4.242424242424242,563.6276857819822
62,0.08131313131313131,4.242424242424242,578.9692685207206
63,0.08181818181818182,4.090909090909091,592.3499937281076
64,0.08232323232323233,4.090909090909091,604.8542973785615
65,0.08282828282828283,4.090909090909091,618.1299949051297
66,0.08333333333333334,4.090909090909091,633.5460265519516
67,0.08383838383838385,4.090909090909091,648.3646896245504
68,0.08434343434343435,4.090909090909091,662.9221824377269
69,0.08484848484848485,4.090909090909091,678.3222284494663
70,0.08535353535353535,3.9393939393939394,689.2062999915338
71,0.08585858585858586,3.9393939393939394,702.2897073856288
72,0.08636363636363636,3.9393939393939394,716.8308523904051
73,0.08686868686868687,3.9393939393939394,731.4920136948718
74,0.08737373737373738,3.9393939393939394,745.2436167118682
75,0.08787878787878789,3.9393939393939394,760.9720772751706
76,0.08838383838383838,3.787878787878788,772.7339730096749
77,0.08888888888888889,3.787878787878788,784.0842144508634
78,0.08939393939393939,3.787878787878788,797.3655496543797
79,0.0898989898989899,3.787878787878788,810.7275642007205
80,0.0904040404040404,3.787878787878788,824.7010767271378
81,0.09090909090909091,3.787878787878788,839.5611105300479
82,0.09141414141414142,3.787878787878788,853.1395034845596
83,0.09191919191919193,3.6363636363636367,861.7337334097886
84,0.09242424242424244,3.6363636363636367,873.7272681884286
85,0.09292929292929293,3.6363636363636367,888.4801700243617
86,0.09343434343434344,3.6363636363636367,900.4293988079506
87,0.09393939393939393,3.6363636363636367,914.6974784533191
88,0.09444444444444444,3.6363636363636367,928.6452735268223
89,0.09494949494949495,3.6363636363636367,942.556068414788
90,0.09545454545454546,3.484848484848485,949.5700147625373
91,0.09595959595959597,3.484848484848485,963.6026902483168
92,0.09646464646464648,3.484848484848485,973.195896614021
93,0.09696969696969697,3.484848484848485,985.7691700478189
94,0.09747474747474748,3.484848484848485,999.3227430432293
95,0.09797979797979797,3.484848484848485,1014.1739843634962
96,0.09848484848484848,3.484848484848485,1027.1311239389395
97,0.09898989898989899,3.3333333333333335,1034.9744618296022
98,0.0994949494949495,3.3333333333333335,1045.4257578188224
99,0.1,3.3333333333333335,1058.2530236054113
