,Unnamed: 0,kappa,xi,numbr_roots
179,0,0.26,3.0,3
180,0,0.29,0.1,2
181,0,0.29,0.2,2
182,0,0.29,0.3,2
183,0,0.29,0.4,2
184,0,0.29,0.5,2
185,0,0.29,0.6,2
186,0,0.29,0.7,2
187,0,0.29,0.8,2
188,0,0.29,0.9,2
189,0,0.29,1.0,2
190,0,0.29,1.1,2
191,0,0.29,1.2,2
192,0,0.29,1.3,2
193,0,0.29,1.4,2
194,0,0.29,1.5,2
195,0,0.29,1.6,3
196,0,0.29,1.7,3
197,0,0.29,1.8,3
198,0,0.29,1.9,3
199,0,0.29,2.0,3
200,0,0.29,2.1,3
201,0,0.29,2.2,3
202,0,0.29,2.3,3
203,0,0.29,2.4,3
204,0,0.29,2.5,3
205,0,0.29,2.6,3
206,0,0.29,2.7,3
207,0,0.29,2.8,3
208,0,0.29,2.9,3
209,0,0.29,3.0,3
210,0,0.32,0.1,2
211,0,0.32,0.2,2
212,0,0.32,0.3,2
213,0,0.32,0.4,2
214,0,0.32,0.5,2
215,0,0.32,0.6,2
216,0,0.32,0.7,2
217,0,0.32,0.8,2
218,0,0.32,0.9,2
219,0,0.32,1.0,2
220,0,0.32,1.1,2
221,0,0.32,1.2,2
222,0,0.32,1.3,2
223,0,0.32,1.4,2
224,0,0.32,1.5,2
225,0,0.32,1.6,3
226,0,0.32,1.7,3
227,0,0.32,1.8,3
228,0,0.32,1.9,3
229,0,0.32,2.0,3
230,0,0.32,2.1,3
231,0,0.32,2.2,3
232,0,0.32,2.3,3
233,0,0.32,2.4,3
234,0,0.32,2.5,3
235,0,0.32,2.6,3
236,0,0.32,2.7,3
237,0,0.32,2.8,3
238,0,0.32,2.9,3
239,0,0.32,3.0,3
240,0,0.35,0.1,2
241,0,0.35,0.2,2
242,0,0.35,0.3,2
243,0,0.35,0.4,2
244,0,0.35,0.5,2
245,0,0.35,0.6,2
246,0,0.35,0.7,2
247,0,0.35,0.8,2
248,0,0.35,0.9,2
249,0,0.35,1.0,2
250,0,0.35,1.1,2
251,0,0.35,1.2,2
252,0,0.35,1.3,2
253,0,0.35,1.4,2
254,0,0.35,1.5,2
255,0,0.35,1.6,3
256,0,0.35,1.7,3
257,0,0.35,1.8,3
258,0,0.35,1.9,3
259,0,0.35,2.0,3
260,0,0.35,2.1,3
261,0,0.35,2.2,3
262,0,0.35,2.3,3
263,0,0.35,2.4,3
264,0,0.35,2.5,3
265,0,0.35,2.6,3
266,0,0.35,2.7,3
267,0,0.35,2.8,3
268,0,0.35,2.9,3
269,0,0.35,3.0,3
270,0,0.38,0.1,2
271,0,0.38,0.2,2
272,0,0.38,0.3,2
273,0,0.38,0.4,2
274,0,0.38,0.5,2
275,0,0.38,0.6,2
276,0,0.38,0.7,2
277,0,0.38,0.8,2
278,0,0.38,0.9,2
279,0,0.38,1.0,2
280,0,0.38,1.1,2
281,0,0.38,1.2,2
282,0,0.38,1.3,2
283,0,0.38,1.4,2
284,0,0.38,1.5,2
285,0,0.38,1.6,3
286,0,0.38,1.7,3
287,0,0.38,1.8,3
288,0,0.38,1.9,3
289,0,0.38,2.0,3
290,0,0.38,2.1,3
291,0,0.38,2.2,3
292,0,0.38,2.3,3
293,0,0.38,2.4,3
294,0,0.38,2.5,3
295,0,0.38,2.6,3
296,0,0.38,2.7,3
297,0,0.38,2.8,3
298,0,0.38,2.9,3
299,0,0.38,3.0,3
300,0,0.41,0.1,2
301,0,0.41,0.2,2
302,0,0.41,0.3,2
303,0,0.41,0.4,2
304,0,0.41,0.5,2
305,0,0.41,0.6,2
306,0,0.41,0.7,2
307,0,0.41,0.8,2
308,0,0.41,0.9,2
309,0,0.41,1.0,2
310,0,0.41,1.1,2
311,0,0.41,1.2,2
312,0,0.41,1.3,2
313,0,0.41,1.4,2
314,0,0.41,1.5,2
315,0,0.41,1.6,3
316,0,0.41,1.7,3
317,0,0.41,1.8,3
318,0,0.41,1.9,3
319,0,0.41,2.0,3
320,0,0.41,2.1,3
321,0,0.41,2.2,3
322,0,0.41,2.3,3
323,0,0.41,2.4,3
324,0,0.41,2.5,3
325,0,0.41,2.6,3
326,0,0.41,2.7,3
327,0,0.41,2.8,3
328,0,0.41,2.9,3
329,0,0.41,3.0,3
330,0,0.44,0.1,2
331,0,0.44,0.2,2
332,0,0.44,0.3,2
333,0,0.44,0.4,2
334,0,0.44,0.5,2
335,0,0.44,0.6,2
336,0,0.44,0.7,2
337,0,0.44,0.8,2
338,0,0.44,0.9,2
339,0,0.44,1.0,2
340,0,0.44,1.1,2
341,0,0.44,1.2,2
342,0,0.44,1.3,2
343,0,0.44,1.4,2
344,0,0.44,1.5,2
345,0,0.44,1.6,3
346,0,0.44,1.7,3
347,0,0.44,1.8,3
348,0,0.44,1.9,3
349,0,0.44,2.0,3
350,0,0.44,2.1,3
351,0,0.44,2.2,3
352,0,0.44,2.3,3
353,0,0.44,2.4,3
354,0,0.44,2.5,3
355,0,0.44,2.6,3
356,0,0.44,2.7,3
357,0,0.44,2.8,3
358,0,0.44,2.9,3
359,0,0.44,3.0,3
360,0,0.47,0.1,2
361,0,0.47,0.2,2
362,0,0.47,0.3,2
363,0,0.47,0.4,2
364,0,0.47,0.5,2
365,0,0.47,0.6,2
366,0,0.47,0.7,2
367,0,0.47,0.8,2
368,0,0.47,0.9,2
369,0,0.47,1.0,2
370,0,0.47,1.1,2
371,0,0.47,1.2,2
372,0,0.47,1.3,2
373,0,0.47,1.4,2
374,0,0.47,1.5,2
375,0,0.47,1.6,3
376,0,0.47,1.7,3
377,0,0.47,1.8,3
378,0,0.47,1.9,3
379,0,0.47,2.0,3
380,0,0.47,2.1,3
381,0,0.47,2.2,3
382,0,0.47,2.3,3
383,0,0.47,2.4,3
384,0,0.47,2.5,3
385,0,0.47,2.6,3
386,0,0.47,2.7,3
387,0,0.47,2.8,3
388,0,0.47,2.9,3
389,0,0.47,3.0,3
390,0,0.53,0.1,2
391,0,0.53,0.2,2
392,0,0.53,0.3,2
393,0,0.53,0.4,2
394,0,0.53,0.5,2
395,0,0.53,0.6,2
396,0,0.53,0.7,2
397,0,0.53,0.8,2
398,0,0.53,0.9,2
399,0,0.53,1.0,2
400,0,0.53,1.1,2
401,0,0.53,1.2,2
402,0,0.53,1.3,2
403,0,0.53,1.4,2
404,0,0.53,1.5,2
405,0,0.53,1.6,3
406,0,0.53,1.7,3
407,0,0.53,1.8,3
408,0,0.53,1.9,3
409,0,0.53,2.0,3
410,0,0.53,2.1,3
411,0,0.53,2.2,3
412,0,0.53,2.3,3
413,0,0.53,2.4,3
414,0,0.53,2.5,3
415,0,0.53,2.6,3
416,0,0.53,2.7,3
417,0,0.53,2.8,3
418,0,0.53,2.9,3
419,0,0.53,3.0,3
420,0,0.57,0.1,2
421,0,0.57,0.2,2
422,0,0.57,0.3,2
423,0,0.57,0.4,2
424,0,0.57,0.5,2
425,0,0.57,0.6,2
426,0,0.57,0.7,2
427,0,0.57,0.8,2
428,0,0.57,0.9,2
429,0,0.57,1.0,2
430,0,0.57,1.1,2
431,0,0.57,1.2,2
432,0,0.57,1.3,2
433,0,0.57,1.4,2
434,0,0.57,1.5,2
435,0,0.57,1.6,3
436,0,0.57,1.7,3
437,0,0.57,1.8,3
438,0,0.57,1.9,3
439,0,0.57,2.0,3
440,0,0.57,2.1,3
441,0,0.57,2.2,3
442,0,0.57,2.3,3
443,0,0.57,2.4,3
444,0,0.57,2.5,3
445,0,0.57,2.6,3
446,0,0.57,2.7,3
447,0,0.57,2.8,3
448,0,0.57,2.9,3
449,0,0.57,3.0,3
450,0,0.5,0.1,2
451,0,0.5,0.2,2
452,0,0.5,0.3,2
453,0,0.5,0.4,2
454,0,0.5,0.5,2
455,0,0.5,0.6,2
456,0,0.5,0.7,2
457,0,0.5,0.8,2
458,0,0.5,0.9,2
459,0,0.5,1.0,2
460,0,0.5,1.1,2
461,0,0.5,1.2,2
462,0,0.5,1.3,2
463,0,0.5,1.4,2
464,0,0.5,1.5,2
465,0,0.5,1.6,3
466,0,0.5,1.7,3
467,0,0.5,1.8,3
468,0,0.5,1.9,3
469,0,0.5,2.0,3
470,0,0.5,2.1,3
471,0,0.5,2.2,3
472,0,0.5,2.3,3
473,0,0.5,2.4,3
474,0,0.5,2.5,3
475,0,0.5,2.6,3
476,0,0.5,2.7,3
477,0,0.5,2.8,3
478,0,0.5,2.9,3
479,0,0.5,3.0,3
480,0,0.63,0.1,2
481,0,0.63,0.2,2
482,0,0.63,0.3,2
483,0,0.63,0.4,2
484,0,0.63,0.5,2
485,0,0.63,0.6,2
486,0,0.63,0.7,2
487,0,0.63,0.8,2
488,0,0.63,0.9,2
489,0,0.63,1.0,2
490,0,0.63,1.1,2
491,0,0.63,1.2,2
492,0,0.63,1.3,2
493,0,0.63,1.4,2
494,0,0.63,1.5,2
495,0,0.63,1.6,3
496,0,0.63,1.7,3
497,0,0.63,1.8,3
498,0,0.63,1.9,3
499,0,0.63,2.0,3
500,0,0.63,2.1,3
501,0,0.63,2.2,3
502,0,0.63,2.3,3
503,0,0.63,2.4,3
504,0,0.63,2.5,3
505,0,0.63,2.6,3
506,0,0.63,2.7,3
507,0,0.63,2.8,3
508,0,0.63,2.9,3
509,0,0.63,3.0,3
510,0,0.66,0.1,2
511,0,0.66,0.2,2
512,0,0.66,0.3,2
513,0,0.66,0.4,2
514,0,0.66,0.5,2
515,0,0.66,0.6,2
516,0,0.66,0.7,2
517,0,0.66,0.8,2
518,0,0.66,0.9,2
519,0,0.66,1.0,2
520,0,0.66,1.1,2
521,0,0.66,1.2,2
522,0,0.66,1.3,2
523,0,0.66,1.4,2
524,0,0.66,1.5,2
525,0,0.66,1.6,3
526,0,0.66,1.7,3
527,0,0.66,1.8,3
528,0,0.66,1.9,3
529,0,0.66,2.0,3
530,0,0.66,2.1,3
531,0,0.66,2.2,3
532,0,0.66,2.3,3
533,0,0.66,2.4,3
534,0,0.66,2.5,3
535,0,0.66,2.6,3
536,0,0.66,2.7,3
537,0,0.66,2.8,3
538,0,0.66,2.9,3
539,0,0.66,3.0,3
540,0,0.69,0.1,2
541,0,0.69,0.2,2
542,0,0.69,0.3,2
543,0,0.69,0.4,2
544,0,0.69,0.5,2
545,0,0.69,0.6,2
546,0,0.69,0.7,2
547,0,0.69,0.8,2
548,0,0.69,0.9,2
549,0,0.69,1.0,2
550,0,0.69,1.1,2
551,0,0.69,1.2,2
552,0,0.69,1.3,2
553,0,0.69,1.4,2
554,0,0.69,1.5,2
555,0,0.69,1.6,3
556,0,0.69,1.7,3
557,0,0.69,1.8,3
558,0,0.69,1.9,3
559,0,0.69,2.0,3
560,0,0.69,2.1,3
561,0,0.69,2.2,3
562,0,0.69,2.3,3
563,0,0.69,2.4,3
564,0,0.69,2.5,3
565,0,0.69,2.6,3
566,0,0.69,2.7,3
567,0,0.69,2.8,3
568,0,0.69,2.9,3
569,0,0.69,3.0,3
570,0,0.6,0.1,2
571,0,0.6,0.2,2
572,0,0.6,0.3,2
573,0,0.6,0.4,2
574,0,0.6,0.5,2
575,0,0.6,0.6,2
576,0,0.6,0.7,2
577,0,0.6,0.8,2
578,0,0.6,0.9,2
579,0,0.6,1.0,2
580,0,0.6,1.1,2
581,0,0.6,1.2,2
582,0,0.6,1.3,2
583,0,0.6,1.4,2
584,0,0.6,1.5,2
585,0,0.6,1.6,3
586,0,0.6,1.7,3
587,0,0.6,1.8,3
588,0,0.6,1.9,3
589,0,0.6,2.0,3
590,0,0.6,2.1,3
591,0,0.6,2.2,3
592,0,0.6,2.3,3
593,0,0.6,2.4,3
594,0,0.6,2.5,3
595,0,0.6,2.6,3
596,0,0.6,2.7,3
597,0,0.6,2.8,3
598,0,0.6,2.9,3
599,0,0.6,3.0,3
600,0,0.72,0.1,2
601,0,0.72,0.2,2
602,0,0.72,0.3,2
603,0,0.72,0.4,2
604,0,0.72,0.5,2
605,0,0.72,0.6,2
606,0,0.72,0.7,2
607,0,0.72,0.8,2
608,0,0.72,0.9,2
609,0,0.72,1.0,2
610,0,0.72,1.1,2
611,0,0.72,1.2,2
612,0,0.72,1.3,2
613,0,0.72,1.4,2
614,0,0.72,1.5,2
615,0,0.72,1.6,3
616,0,0.72,1.7,3
617,0,0.72,1.8,3
618,0,0.72,1.9,3
619,0,0.72,2.0,3
620,0,0.72,2.1,3
621,0,0.72,2.2,3
622,0,0.72,2.3,3
623,0,0.72,2.4,3
624,0,0.72,2.5,3
625,0,0.72,2.6,3
626,0,0.72,2.7,3
627,0,0.72,2.8,3
628,0,0.72,2.9,3
629,0,0.72,3.0,3
630,0,0.75,0.1,2
631,0,0.75,0.2,2
632,0,0.75,0.3,2
633,0,0.75,0.4,2
634,0,0.75,0.5,2
635,0,0.75,0.6,2
636,0,0.75,0.7,2
637,0,0.75,0.8,2
638,0,0.75,0.9,2
639,0,0.75,1.0,2
640,0,0.75,1.1,2
641,0,0.75,1.2,2
642,0,0.75,1.3,2
643,0,0.75,1.4,2
644,0,0.75,1.5,2
645,0,0.75,1.6,3
646,0,0.75,1.7,3
647,0,0.75,1.8,3
648,0,0.75,1.9,3
649,0,0.75,2.0,3
650,0,0.75,2.1,3
651,0,0.75,2.2,3
652,0,0.75,2.3,3
653,0,0.75,2.4,3
654,0,0.75,2.5,3
655,0,0.75,2.6,3
656,0,0.75,2.7,3
657,0,0.75,2.8,3
658,0,0.75,2.9,3
659,0,0.75,3.0,3
660,0,0.78,0.1,2
661,0,0.78,0.2,2
662,0,0.78,0.3,2
663,0,0.78,0.4,2
664,0,0.78,0.5,2
665,0,0.78,0.6,2
666,0,0.78,0.7,2
667,0,0.78,0.8,2
668,0,0.78,0.9,2
669,0,0.78,1.0,2
670,0,0.78,1.1,2
671,0,0.78,1.2,2
672,0,0.78,1.3,2
673,0,0.78,1.4,2
674,0,0.78,1.5,2
675,0,0.78,1.6,3
676,0,0.78,1.7,3
677,0,0.78,1.8,3
678,0,0.78,1.9,3
679,0,0.78,2.0,3
680,0,0.78,2.1,3
681,0,0.78,2.2,3
682,0,0.78,2.3,3
683,0,0.78,2.4,3
684,0,0.78,2.5,3
685,0,0.78,2.6,3
686,0,0.78,2.7,3
687,0,0.78,2.8,3
688,0,0.78,2.9,3
689,0,0.78,3.0,3
690,0,0.81,0.1,2
691,0,0.81,0.2,2
692,0,0.81,0.3,2
693,0,0.81,0.4,2
694,0,0.81,0.5,2
695,0,0.81,0.6,2
696,0,0.81,0.7,2
697,0,0.81,0.8,2
698,0,0.81,0.9,2
699,0,0.81,1.0,2
700,0,0.81,1.1,2
701,0,0.81,1.2,2
702,0,0.81,1.3,2
703,0,0.81,1.4,2
704,0,0.81,1.5,2
705,0,0.81,1.6,3
706,0,0.81,1.7,3
707,0,0.81,1.8,3
708,0,0.81,1.9,3
709,0,0.81,2.0,3
710,0,0.81,2.1,3
711,0,0.81,2.2,3
712,0,0.81,2.3,3
713,0,0.81,2.4,3
714,0,0.81,2.5,3
715,0,0.81,2.6,3
716,0,0.81,2.7,3
717,0,0.81,2.8,3
718,0,0.81,2.9,3
719,0,0.81,3.0,3
720,0,0.84,0.1,2
721,0,0.84,0.2,2
722,0,0.84,0.3,2
723,0,0.84,0.4,2
724,0,0.84,0.5,2
725,0,0.84,0.6,2
726,0,0.84,0.7,2
727,0,0.84,0.8,2
728,0,0.84,0.9,2
729,0,0.84,1.0,2
730,0,0.84,1.1,2
731,0,0.84,1.2,2
732,0,0.84,1.3,2
733,0,0.84,1.4,2
734,0,0.84,1.5,2
735,0,0.84,1.6,3
736,0,0.84,1.7,3
737,0,0.84,1.8,3
738,0,0.84,1.9,3
739,0,0.84,2.0,3
740,0,0.84,2.1,3
741,0,0.84,2.2,3
742,0,0.84,2.3,3
743,0,0.84,2.4,3
744,0,0.84,2.5,3
745,0,0.84,2.6,3
746,0,0.84,2.7,3
747,0,0.84,2.8,3
748,0,0.84,2.9,3
749,0,0.84,3.0,3
750,0,0.88,0.1,2
751,0,0.88,0.2,2
752,0,0.88,0.3,2
753,0,0.88,0.4,2
754,0,0.88,0.5,2
755,0,0.88,0.6,2
756,0,0.88,0.7,2
757,0,0.88,0.8,2
758,0,0.88,0.9,2
759,0,0.88,1.0,2
760,0,0.88,1.1,2
761,0,0.88,1.2,2
762,0,0.88,1.3,2
763,0,0.88,1.4,2
764,0,0.88,1.5,2
765,0,0.88,1.6,3
766,0,0.88,1.7,3
767,0,0.88,1.8,3
768,0,0.88,1.9,3
769,0,0.88,2.0,3
770,0,0.88,2.1,3
771,0,0.88,2.2,3
772,0,0.88,2.3,3
773,0,0.88,2.4,3
774,0,0.88,2.5,3
775,0,0.88,2.6,3
776,0,0.88,2.7,3
777,0,0.88,2.8,3
778,0,0.88,2.9,3
779,0,0.88,3.0,3
780,0,0.91,0.1,2
781,0,0.91,0.2,2
782,0,0.91,0.3,2
783,0,0.91,0.4,2
784,0,0.91,0.5,2
785,0,0.91,0.6,2
786,0,0.91,0.7,2
787,0,0.91,0.8,2
788,0,0.91,0.9,2
789,0,0.91,1.0,2
790,0,0.91,1.1,2
791,0,0.91,1.2,2
792,0,0.91,1.3,2
793,0,0.91,1.4,2
794,0,0.91,1.5,2
795,0,0.91,1.6,3
796,0,0.91,1.7,3
797,0,0.91,1.8,3
798,0,0.91,1.9,3
799,0,0.91,2.0,3
800,0,0.91,2.1,3
801,0,0.91,2.2,3
802,0,0.91,2.3,3
803,0,0.91,2.4,3
804,0,0.91,2.5,3
805,0,0.91,2.6,3
806,0,0.91,2.7,3
807,0,0.91,2.8,3
808,0,0.91,2.9,3
809,0,0.91,3.0,3
810,0,0.94,0.1,2
811,0,0.94,0.2,2
812,0,0.94,0.3,2
813,0,0.94,0.4,2
814,0,0.94,0.5,2
815,0,0.94,0.6,2
816,0,0.94,0.7,2
817,0,0.94,0.8,2
818,0,0.94,0.9,2
819,0,0.94,1.0,2
820,0,0.94,1.1,2
821,0,0.94,1.2,2
822,0,0.94,1.3,2
823,0,0.94,1.4,2
824,0,0.94,1.5,2
825,0,0.94,1.6,3
826,0,0.94,1.7,3
827,0,0.94,1.8,3
828,0,0.94,1.9,3
829,0,0.94,2.0,3
830,0,0.94,2.1,3
831,0,0.94,2.2,3
832,0,0.94,2.3,3
833,0,0.94,2.4,3
834,0,0.94,2.5,3
835,0,0.94,2.6,3
836,0,0.94,2.7,3
837,0,0.94,2.8,3
838,0,0.94,2.9,3
839,0,0.94,3.0,3
840,0,0.97,0.1,2
841,0,0.97,0.2,2
842,0,0.97,0.3,2
843,0,0.97,0.4,2
844,0,0.97,0.5,2
845,0,0.97,0.6,2
846,0,0.97,0.7,2
847,0,0.97,0.8,2
848,0,0.97,0.9,2
849,0,0.97,1.0,2
850,0,0.97,1.1,2
851,0,0.97,1.2,2
852,0,0.97,1.3,2
853,0,0.97,1.4,2
854,0,0.97,1.5,2
855,0,0.97,1.6,3
856,0,0.97,1.7,3
857,0,0.97,1.8,3
858,0,0.97,1.9,3
859,0,0.97,2.0,3
860,0,0.97,2.1,3
861,0,0.97,2.2,3
862,0,0.97,2.3,3
863,0,0.97,2.4,3
864,0,0.97,2.5,3
865,0,0.97,2.6,3
866,0,0.97,2.7,3
867,0,0.97,2.8,3
868,0,0.97,2.9,3
869,0,0.97,3.0,3
870,0,1.0,0.1,2
871,0,1.0,0.2,2
872,0,1.0,0.3,2
873,0,1.0,0.4,2
874,0,1.0,0.5,2
875,0,1.0,0.6,2
876,0,1.0,0.7,2
877,0,1.0,0.8,2
878,0,1.0,0.9,2
879,0,1.0,1.0,2
880,0,1.0,1.1,2
881,0,1.0,1.2,2
882,0,1.0,1.3,2
883,0,1.0,1.4,2
884,0,1.0,1.5,2
885,0,1.0,1.6,3
886,0,1.0,1.7,3
887,0,1.0,1.8,3
888,0,1.0,1.9,3
889,0,1.0,2.0,3
890,0,1.0,2.1,3
891,0,1.0,2.2,3
892,0,1.0,2.3,3
893,0,1.0,2.4,3
894,0,1.0,2.5,3
895,0,1.0,2.6,3
896,0,1.0,2.7,3
897,0,1.0,2.8,3
898,0,1.0,2.9,3
899,0,1.0,3.0,3
